id,original,simple,references,fluency,meaning,simplicity,system
6,"a town may be correctly described as a market town or as having market rights even if it no longer holds a market, provided the right to do so still exists.","a town may be well known as a market town or as having market rights even if it no longer holds a market, as long as the right to do so there is still.","[""a town can be correctly described as a market town or as having rights to trade even if it doesn't have a market anymore because the right to do it is still exists."", ""a town can be described as a market town or as having market rights even if it doesn't have a market as long as the right to have a market still exists."", ""a town could be described as a market town or having market rights even if it doesn't take care of money if it is able to."", 'so long as the right exists, a town me remain classified as a market town.', 'a town may still be a market town even if no longer has a market.', 'towns may or may not have markets but can still carry the name ""market town"".', 'a town can be described as a market town or as having market rights.  this is so, even if the town no longer has a market as long as it could lawfully have one.', 'a town may be called a market town or may have market rights even if it no longer has a market.', 'a town can be described as a market town even it if no longer has a market, as long as the right to do so still exists.', 'a town can be called a market town or as having market rights even if it no longer has one, if the right to do so still exists.']",0.003433623,0.527689644,-0.279737921,SBMT-SARI
7,about 95 species are currently accepted.,about 95 species are accepted.,"['around 95 species are accepted now.', 'there are 95 different types of animals that are accepted.', '95 species are currently accepted.', 'about 95 species are currently recognized.', 'there are 95 species.', 'about 95 species are accepted right now.', 'now, we accept about 95 species.', 'approximately 95 types are now approved.', 'about 95 varieties of the creature are accepted now.', 'about 95 species are included.']",0.48553742299999997,0.787772543,0.8627411709999999,Hybrid
8,"acanthopholis's armour consisted of oval plates set almost horizontally into the skin, with spikes protruding from the neck and shoulder area, along the spine.",acanthopholis's armour consisted of oval plates set almost vertically into the skin.,"[""acanthopholis's armour consisted of oval plates set almost horizontally into the skin, with spikes protruding  along the spine."", 'his armour was oval plates and spikes.', ""acanthopholis's armour was made of oval plates.  the plates were set almost horizontally into the skin.  spikes stuck out of the neck and shoulder area, along the spine."", ""acanthopholis's armour was made up of oval plates and spikes."", ""acanthopholis's armour was made of oval plates set horizontally into the skin.  spikes protruded from the neck and shoulder area along the spine."", ""acanthopholis's armour was designed with oval plates set, with spikes poking out from the neck and shoulder area, along the spine."", ""acanthopholis's armour consisted of horizontally set oval plates. there were also spikes on the neck and shoulders."", ""acanthopholis's armour had oval plates set across into the skin with spikes coming from the neck and shoulder area along the spine."", ""acanthopholis's armour was made of oval plates and had spikes coming out of the neck and shoulders."", ""acanthopholis's armour had sideways plates and spikes.""]",0.768765135,-0.9446370009999999,0.334408864,Dress-Ls
8,"acanthopholis's armour consisted of oval plates set almost horizontally into the skin, with spikes protruding from the neck and shoulder area, along the spine.","acanthopholis's armour is made up of oval plates set almost horizontally into the skin, with spikes protruding from the neck and shoulder area, along the spine.","[""acanthopholis's armour consisted of oval plates set almost horizontally into the skin, with spikes protruding  along the spine."", 'his armour was oval plates and spikes.', ""acanthopholis's armour was made of oval plates.  the plates were set almost horizontally into the skin.  spikes stuck out of the neck and shoulder area, along the spine."", ""acanthopholis's armour was made up of oval plates and spikes."", ""acanthopholis's armour was made of oval plates set horizontally into the skin.  spikes protruded from the neck and shoulder area along the spine."", ""acanthopholis's armour was designed with oval plates set, with spikes poking out from the neck and shoulder area, along the spine."", ""acanthopholis's armour consisted of horizontally set oval plates. there were also spikes on the neck and shoulders."", ""acanthopholis's armour had oval plates set across into the skin with spikes coming from the neck and shoulder area along the spine."", ""acanthopholis's armour was made of oval plates and had spikes coming out of the neck and shoulders."", ""acanthopholis's armour had sideways plates and spikes.""]",0.456380832,1.09021785,0.647463103,SBMT-SARI
9,"addiscombe is a suburb in the london borough of croydon, england.","addiscombe is a suburb of croydon, england.","['addiscombe is a small town in croydon, england.', 'addiscombe is a suburb of croydon, england. it is in the london borough.', 'addiscombe is a small town in the london borough of croydon, england.', 'addiscombe, england is a small town in the london borough of croydon.', 'addiscombe is a suburb in the london borough of croydon in england.', 'addiscombe is a suburb in the london borough of croydon.', 'addiscombe is a suburb of croydon, england.', 'addiscombe is a suburb in croydon, england.', 'addiscombe is a suburb in the london borough of the town of croydon.  croydon is located in england.', 'addiscombe is a small city in the london borough of croydon, england.']",0.724452168,0.783500121,1.172555384,DMASS-DCSS
9,"addiscombe is a suburb in the london borough of croydon, england.","addiscombe is a suburb in the borough of london croydon, england.","['addiscombe is a small town in croydon, england.', 'addiscombe is a suburb of croydon, england. it is in the london borough.', 'addiscombe is a small town in the london borough of croydon, england.', 'addiscombe, england is a small town in the london borough of croydon.', 'addiscombe is a suburb in the london borough of croydon in england.', 'addiscombe is a suburb in the london borough of croydon.', 'addiscombe is a suburb of croydon, england.', 'addiscombe is a suburb in croydon, england.', 'addiscombe is a suburb in the london borough of the town of croydon.  croydon is located in england.', 'addiscombe is a small city in the london borough of croydon, england.']",0.6306797160000001,0.321947886,-0.090450763,Hybrid
10,admission to tsinghua is extremely competitive.,admission to tsinghua is very competitive.,"['it is extremely competitive to get in to tsinghua.', 'there is alot of competition to get into tsinghua.', 'to get into tsinghua is really hard.', 'it is very hard to be admitted to tsinghua.', 'tsinghua is very hard to get into.', 'tsinghua admission is extremely competitive.', 'it is not easy to get into tsinghua.', 'it is really hard to get into tsinghua.', 'admission to tsinghua is very competitive.', 'getting admitted to tsinghua is difficult.  there is a lot of competition.']",0.736670685,1.123245335,0.7305117640000001,SBMT-SARI
11,advocacy countries with a minority muslim population are more likely than muslim-majority countries of the greater middle east to use mosques as a way to promote civic participation.,advocacy countries with a minority muslim population are more likely to be muslim-majority countries of the greater middle east to use mosques as a way to promote civic participation.,"['mosques play a larger role in civic participation in advocacy countries with a muslim minority.', 'countries with a minority muslim population are more likely to use mosques to promote civil participation than muslim-majority countries in the middle east.', 'advocacy countries with minority muslim populations are more likely than muslim majority countries from the greater middle east to have mosques to get people to be a part of the community.', 'advocacy countries with a minority of muslims are more likely than countries with a majority of muslims to use mosques to promote civic participation.', 'countries with a smaller muslim population are more likely to use mosques as a way to help local groups get together.', 'advocacy countries with a minority muslim population are more likely than muslim-majority countries of the greater middle east to use mosques to promote civic participation.', 'advocacy countries with a low muslim population are more likely to use mosques as a way to promote people participation.', 'countries in the middle east with a minority muslim population are more likely to use mosques as a means of promoting civic participation than countries with a majority muslim population.', 'countries with a minority muslim population are more likely than muslim-majority countries of the greater middle east to use mosques as a way to promote civic participation.', 'advocacy countries with smaller muslim populations are more likely to use mosques to promote civic participation.']",-0.47476778799999997,-0.42174983200000005,-0.49368732299999996,ACCESS
11,advocacy countries with a minority muslim population are more likely than muslim-majority countries of the greater middle east to use mosques as a way to promote civic participation.,call country with a small muslim people are more likely than muslim-majority countries of the greater middle east to use mosques as a means to promote civic part.,"['mosques play a larger role in civic participation in advocacy countries with a muslim minority.', 'countries with a minority muslim population are more likely to use mosques to promote civil participation than muslim-majority countries in the middle east.', 'advocacy countries with minority muslim populations are more likely than muslim majority countries from the greater middle east to have mosques to get people to be a part of the community.', 'advocacy countries with a minority of muslims are more likely than countries with a majority of muslims to use mosques to promote civic participation.', 'countries with a smaller muslim population are more likely to use mosques as a way to help local groups get together.', 'advocacy countries with a minority muslim population are more likely than muslim-majority countries of the greater middle east to use mosques to promote civic participation.', 'advocacy countries with a low muslim population are more likely to use mosques as a way to promote people participation.', 'countries in the middle east with a minority muslim population are more likely to use mosques as a means of promoting civic participation than countries with a majority muslim population.', 'countries with a minority muslim population are more likely than muslim-majority countries of the greater middle east to use mosques as a way to promote civic participation.', 'advocacy countries with smaller muslim populations are more likely to use mosques to promote civic participation.']",-1.072401805,-0.32876601,-0.577777201,SBMT-SARI
12,"after the jerilderie raid, the gang laid low for 16 months evading capture.",", the gang laid low for 16 months evading capture.","['after the jerilderie raid, the gang stayed out of sight for 16 months and were able to remain uncaptured.', 'the gang hid for 16 months after the jerilderie raid to avoid capture.', 'after the jerilderie raid, the gang laid low for 16 months.', 'after the jerilderie raid, the gang hid for 16 months to avoid being captured.', 'the gang hid for 16 months after the jerilderie raid.', 'after the jerilderie attack, the gang hide for 16 months avoiding capture.', 'after the jerilderie raid, the gang laid low for 16 months avoiding capture.', ""after the jerilderie attacked and stole things the gang didn't attack for 16 months until  caught."", 'after the jerilderie raid the gang hid for 16 months.', 'after the jerilderie raid, the gang successfully hid for 16 months.']",-0.212265962,-0.21932068100000002,-0.231485935,Hybrid
12,"after the jerilderie raid, the gang laid low for 16 months evading capture.","after jerilderie, the gang was low for 15 months evading capture.","['after the jerilderie raid, the gang stayed out of sight for 16 months and were able to remain uncaptured.', 'the gang hid for 16 months after the jerilderie raid to avoid capture.', 'after the jerilderie raid, the gang laid low for 16 months.', 'after the jerilderie raid, the gang hid for 16 months to avoid being captured.', 'the gang hid for 16 months after the jerilderie raid.', 'after the jerilderie attack, the gang hide for 16 months avoiding capture.', 'after the jerilderie raid, the gang laid low for 16 months avoiding capture.', ""after the jerilderie attacked and stole things the gang didn't attack for 16 months until  caught."", 'after the jerilderie raid the gang hid for 16 months.', 'after the jerilderie raid, the gang successfully hid for 16 months.']",-0.002247227,-0.7602565659999999,-0.859554699,PBMT-R
12,"after the jerilderie raid, the gang laid low for 16 months evading capture.","after the jerilderie raid, the gang set low for 16 months evading catch.","['after the jerilderie raid, the gang stayed out of sight for 16 months and were able to remain uncaptured.', 'the gang hid for 16 months after the jerilderie raid to avoid capture.', 'after the jerilderie raid, the gang laid low for 16 months.', 'after the jerilderie raid, the gang hid for 16 months to avoid being captured.', 'the gang hid for 16 months after the jerilderie raid.', 'after the jerilderie attack, the gang hide for 16 months avoiding capture.', 'after the jerilderie raid, the gang laid low for 16 months avoiding capture.', ""after the jerilderie attacked and stole things the gang didn't attack for 16 months until  caught."", 'after the jerilderie raid the gang hid for 16 months.', 'after the jerilderie raid, the gang successfully hid for 16 months.']",-0.264518322,0.038597132,-0.7947607640000001,SBMT-SARI
13,"alessandro (""sandro"") mazzola (born 8 november 1942) is an italian former football player.","alessandro mazzola (born 8 november, 1942) is a former italian football player.","['alessandro (""sandro"") mazzola is a former italian football player. he was born on 8 november 1942.', 'iitalian alessandro (""sandro"") mazzola (born 8 november 1942) was a football player.', 'alessandro mazzolo is an italian former football player.', 'alessandro (""sandro"") mazzola (born 8 november 1942) is an italian former footballer.', 'allessandro mazzola born in 1942 is a former football player.', 'alessandro mazzola  is an italian former football player.', 'alessandro (""sandro"") mazzola who was born on 8 november 1942 is an italian former football player.', 'alessandro mazzola is an italian former football player.', 'alessandro mazzola, born november 8, 1942 was an italian football player.', 'allesandro ""sandro"" mazzola is an italian former football player.']",0.65447491,0.911479319,0.7852313890000001,ACCESS
13,"alessandro (""sandro"") mazzola (born 8 november 1942) is an italian former football player.","alessandro (born 8 november, 1942) is a former italian football player.","['alessandro (""sandro"") mazzola is a former italian football player. he was born on 8 november 1942.', 'iitalian alessandro (""sandro"") mazzola (born 8 november 1942) was a football player.', 'alessandro mazzolo is an italian former football player.', 'alessandro (""sandro"") mazzola (born 8 november 1942) is an italian former footballer.', 'allessandro mazzola born in 1942 is a former football player.', 'alessandro mazzola  is an italian former football player.', 'alessandro (""sandro"") mazzola who was born on 8 november 1942 is an italian former football player.', 'alessandro mazzola is an italian former football player.', 'alessandro mazzola, born november 8, 1942 was an italian football player.', 'allesandro ""sandro"" mazzola is an italian former football player.']",0.842591317,0.34167017899999996,0.405850084,Dress-Ls
13,"alessandro (""sandro"") mazzola (born 8 november 1942) is an italian former football player.","alessandro (""sandro"") mazzola (born 8 1942 november) is an football player.","['alessandro (""sandro"") mazzola is a former italian football player. he was born on 8 november 1942.', 'iitalian alessandro (""sandro"") mazzola (born 8 november 1942) was a football player.', 'alessandro mazzolo is an italian former football player.', 'alessandro (""sandro"") mazzola (born 8 november 1942) is an italian former footballer.', 'allessandro mazzola born in 1942 is a former football player.', 'alessandro mazzola  is an italian former football player.', 'alessandro (""sandro"") mazzola who was born on 8 november 1942 is an italian former football player.', 'alessandro mazzola is an italian former football player.', 'alessandro mazzola, born november 8, 1942 was an italian football player.', 'allesandro ""sandro"" mazzola is an italian former football player.']",0.30216206100000004,0.262030191,0.116626776,Hybrid
13,"alessandro (""sandro"") mazzola (born 8 november 1942) is an italian former football player.",sandro mazzola (born 8 november 1942) is a former italian football player.,"['alessandro (""sandro"") mazzola is a former italian football player. he was born on 8 november 1942.', 'iitalian alessandro (""sandro"") mazzola (born 8 november 1942) was a football player.', 'alessandro mazzolo is an italian former football player.', 'alessandro (""sandro"") mazzola (born 8 november 1942) is an italian former footballer.', 'allessandro mazzola born in 1942 is a former football player.', 'alessandro mazzola  is an italian former football player.', 'alessandro (""sandro"") mazzola who was born on 8 november 1942 is an italian former football player.', 'alessandro mazzola is an italian former football player.', 'alessandro mazzola, born november 8, 1942 was an italian football player.', 'allesandro ""sandro"" mazzola is an italian former football player.']",0.6947622370000001,0.89381603,0.70149831,PBMT-R
17,"as a result, although many mosques will not enforce violations, both men and women when attending a mosque must adhere to these guidelines.","even though many mosques will not follow violations, both men and women when attending a mosque must get to these rules.","[""although many mosques don't enforce violations, both men and women attending a mosque must adhere to these guidelines."", 'even though many mosques will not enforce violations, men and women must adhere to the guidelines.', 'while many mosques do not enforce violations, men and women must follow the guidelines.', 'men and women attending a mosque must follow certain guidelines.', 'as a result, men and women who attend a mosque must adhere to these guidelines although many mosques will not give out violations.', 'everyone must follow the rules when at a mosque.', 'many mosques will not enforce violations.  but, both men and women must follow the rules when attending a mosque.', 'many mosques will not punish violations, anyone attending a mosque must obey the guidelines.', ""men and women have to follow rules at a mosque even though many mosques don't punish."", 'while many mosques will not enforce violations, everyone at a mosque must follow these guidelines.']",-0.378462466,0.006403768000000001,-0.485764706,DMASS-DCSS
17,"as a result, although many mosques will not enforce violations, both men and women when attending a mosque must adhere to these guidelines.","as a result, while many mosques will not meet the breach, both men and women when go to a mosque must meet these guidelines.","[""although many mosques don't enforce violations, both men and women attending a mosque must adhere to these guidelines."", 'even though many mosques will not enforce violations, men and women must adhere to the guidelines.', 'while many mosques do not enforce violations, men and women must follow the guidelines.', 'men and women attending a mosque must follow certain guidelines.', 'as a result, men and women who attend a mosque must adhere to these guidelines although many mosques will not give out violations.', 'everyone must follow the rules when at a mosque.', 'many mosques will not enforce violations.  but, both men and women must follow the rules when attending a mosque.', 'many mosques will not punish violations, anyone attending a mosque must obey the guidelines.', ""men and women have to follow rules at a mosque even though many mosques don't punish."", 'while many mosques will not enforce violations, everyone at a mosque must follow these guidelines.']",-0.35247718200000006,-0.183179206,-0.501643787,SBMT-SARI
18,"as the largest sub-region in mesoamerica, it encompassed a vast and varied landscape, from the mountainous regions of the sierra madre to the semi-arid plains of northern yucatán.","as the largest sub-region in mesoamerica, it was a vast and varied landscape.","['it was the largest sub-region in mesoamerica and stretched from the mountains of the sierra madre to the plains of the yucatan.', 'as the largest sub-region in mesoamerica, is encompassed varying landscapes from mountainous regions to semi-arid plains.', 'the biggest region in mesoamerica covered regions from sierra madre to north yucatan.', 'it is the largest sub-region in mesoamerica.  it has a vast and varied landscape, from the mountainous areas of the sierra madre to the plains of yucatan.', 'the biggest sub-region in mesoamerica, it covered a vast and varied landscape, from the mountainous sierra madre to the semi-arid plains of yucatán.', 'this sub-region was the largest one in mesoamerica. it had mountains and dry plains in the area. it started at the sierra madre and ended in northern yucatan.', 'as the largest sub-region of mesoamerica, it ran from the mountainous regions of the sierra madre to the plains of the northern yucatán.', 'it was the larguest sub=region in mesoamerica.  it encompassed a large and varied landscape ranging from the mountains of sierra madre to the plains of northern yucatan.', 'it was a small part in mesoamerica took up land that was varied from the mountains of the sierra madre to the somewhat dry flat area of north yucatan.', 'it is the largest sub-region in mesoamerica. it has a vast and varied landscape that includes mountains and semi-arid plains.']",0.745095317,0.16291503699999998,1.110151598,Dress-Ls
19,"aside from this, cameron has often worked in christian-themed productions, among them the post-rapture films left behind: the movie, left behind ii: tribulation force, and left behind: world at war, in which he plays cameron ""buck"" williams.","cameron has often worked in christian-themed productions, among them the post-rapture films left behind: the movie, left behind ii: tribulation force, and left behind: world at war i/o. he has also made many films.","['cameron has worked in christian-themed productions, including left behind: the movie, left behind ii: tribulation force, and left behind: world at war, where he plays the character cameron ""buck"" williams.', 'cameron has often worked in christian-themed productions with films such as left behind: the movie, left behind ii: tribulation force, and left behind: world at war, in which he plays cameron ""buck"" williams.', 'cameron has often worked in christian-themed productions.  these include the following post-rapture films: left behind: the movie, left behind ii: tribulation force, and left behind: world at war.  in these films he plays cameron ""buck"" williams.', 'cameron has often worked in christian productions.  they include left behind:  the movie, left behind ii: tribulation force, and left behind:  world at war.', 'cameron has often worked in christian-themed productions. among these are left behind: the movie, left behind ii: tribulation force, and left behind: world at war.', 'cameron worked a lot in christian movies like  the post-rapture films left behind: the movie, left behind ii: tribulation force, and left behind: world at war, in which he plays cameron ""buck"" williams.', 'cameron has often worked in christian-themed productions such as the post-rapture films: ""left behind;"" ""left behind ii: tribulation force;"" and ""left behind: world at war."" he played the character cameron ""buck"" williams.', 'cameron often works on christian-based and inspirational film productions.', 'also, cameron has done a lot of work in christian productions, including the left behind films.', 'cameron has often worked in christian-themed productions, among them are left behind: the movie, left behind ii: tribulation force, and left behind: world at war, in which he plays cameron ""buck"" williams.']",0.5503852889999999,0.46031360600000004,0.41456721,ACCESS
19,"aside from this, cameron has often worked in christian-themed productions, among them the post-rapture films left behind: the movie, left behind ii: tribulation force, and left behind: world at war, in which he plays cameron ""buck"" williams.","aside from this, cameron has often worked in christian-themed productions, among them the post-rapture films left behind: the movie, left behind ii: tribulation force, and left behind: at world war, in which he plays cameron ""buck"" williams.","['cameron has worked in christian-themed productions, including left behind: the movie, left behind ii: tribulation force, and left behind: world at war, where he plays the character cameron ""buck"" williams.', 'cameron has often worked in christian-themed productions with films such as left behind: the movie, left behind ii: tribulation force, and left behind: world at war, in which he plays cameron ""buck"" williams.', 'cameron has often worked in christian-themed productions.  these include the following post-rapture films: left behind: the movie, left behind ii: tribulation force, and left behind: world at war.  in these films he plays cameron ""buck"" williams.', 'cameron has often worked in christian productions.  they include left behind:  the movie, left behind ii: tribulation force, and left behind:  world at war.', 'cameron has often worked in christian-themed productions. among these are left behind: the movie, left behind ii: tribulation force, and left behind: world at war.', 'cameron worked a lot in christian movies like  the post-rapture films left behind: the movie, left behind ii: tribulation force, and left behind: world at war, in which he plays cameron ""buck"" williams.', 'cameron has often worked in christian-themed productions such as the post-rapture films: ""left behind;"" ""left behind ii: tribulation force;"" and ""left behind: world at war."" he played the character cameron ""buck"" williams.', 'cameron often works on christian-based and inspirational film productions.', 'also, cameron has done a lot of work in christian productions, including the left behind films.', 'cameron has often worked in christian-themed productions, among them are left behind: the movie, left behind ii: tribulation force, and left behind: world at war, in which he plays cameron ""buck"" williams.']",0.361677441,1.0050775790000002,-0.593789308,Hybrid
